orig,dest,num
"FDF","MIA","7419"
"IAD","MBJ","7415"
"UVF","CLT","7403"
"MEX","OAK","7392"
"GCM","PHL","7390"
"BDA","DCA","7330"
"SAP","EWR","7324"
"JFK","BNE","7324"
"TCB","FLL","7308"
"SJU","DOM","7307"
"AMS","MIA","7304"
"PSA","JFK","7293"
"TLC","LAS","7257"
"MIA","SCU","7235"
"KUL","LAX","7223"
"MZT","DFW","7187"
"DOM","SJU","7176"
"SGN","EWR","7170"
"ORD","CZM","7170"
"JFK","PSA","7168"
"BOG","SJU","7163"
"CLE","YUL","7148"
"RAR","LAX","7130"
"IAH","ZIH","7102"
"LGW","JFK","7097"
"GGT","ATL","7094"
"TKK","GUM","7048"
"JFK","LGW","7033"
"IAH","BON","7009"
"PVR","DTW","6995"
"MBJ","DTW","6970"
"FLL","TCB","6952"
"CLT","UVF","6924"
"DTW","MBJ","6850"
"JFK","TAS","6841"
"GUM","PNI","6833"
"OSL","OAK","6813"
"JFK","BOM","6807"
"GIG","IAD","6739"
"DFW","MZT","6737"
"EWR","SAP","6729"
"KIN","MCO","6714"
"BON","ATL","6706"
"ACA","IAH","6689"
"ATL","GGT","6679"
"OAK","MEX","6644"
"PVR","SLC","6640"
"JFK","SKB","6639"
"EWR","FPO","6621"
"ATL","BON","6621"
"AZA","GUA","6609"
"LPB","IAD","6594"
"FRA","MSP","6594"
"ORD","SJO","6586"
"FPO","EWR","6557"
"IAH","SLW","6522"
"SLW","IAH","6512"
"EWR","SGN","6509"
"YVR","ATL","6503"
"HNL","YYC","6474"
"YYC","HNL","6455"
"BZE","CLT","6451"
"PHL","GCM","6444"
"IAD","GIG","6396"
"RTB","ATL","6384"
"YWG","MCO","6348"
"SLC","PVR","6336"
"SJO","ORD","6294"
"MCO","KIN","6278"
"GCM","IAD","6231"
"IAD","LPB","6191"
"MSP","FRA","6175"
"ROB","JFK","6170"
"IAH","ACA","6157"
"LAX","RAR","6123"
"BZE","EWR","6114"
"SPN","PUS","6084"
"DTW","PVR","6036"
"ATL","YVR","5958"
"PHX","YQR","5941"
"LIR","CLT","5938"
"YYZ","MYR","5936"
"RDU","CUN","5932"
"ZIH","PHX","5924"
"BDL","YUL","5916"
"LAX","KUL","5912"
"DXB","ORD","5910"
"ATL","RTB","5909"
"MCO","YWG","5907"
"GUM","OKJ","5904"
"CNS","GUM","5879"
"YUL","CLE","5876"
"DEN","YMM","5850"
"OKJ","GUM","5797"
"YQR","PHX","5738"
"LIR","MSP","5728"
"EWR","BZE","5728"
"CLT","LIS","5699"
"MYR","YYZ","5696"
"BON","EWR","5677"
"JFK","PMO","5650"
"EWR","BON","5616"
"PMO","JFK","5616"
"SNA","GDL","5579"
"SXM","FLL","5573"
"LIS","CLT","5570"
"YAP","GUM","5568"
"MRS","JFK","5549"
"GDL","SNA","5519"
"OAK","OSL","5513"
"PHL","SDQ","5505"
"YMM","DEN","5502"
"SIN","IAD","5416"
"CLT","LIR","5415"
"LAX","BZE","5402"
"SDQ","PHL","5396"
"CZM","DEN","5390"
"GUM","CNS","5381"
"FLL","SXM","5379"
"DFW","PUJ","5356"
"FLL","AUA","5352"
"PUJ","MKE","5347"
"CLT","BZE","5341"
"GUM","YAP","5333"
"DEN","CZM","5311"
"BOS","SXM","5310"
"PUJ","DFW","5302"
"AUA","FLL","5283"
"MSP","LIR","5272"
"IAD","GCM","5270"
"MBJ","STL","5249"
"PHX","ZIH","5220"
"BZE","LAX","5217"
"BGI","CLT","5206"
"JFK","MRS","5197"
"FRA","BWI","5182"
"ANC","KEF","5168"
"UVF","EWR","5167"
"YUL","BDL","5152"
"PHX","YXE","5152"
"STL","MBJ","5152"
"SXM","BOS","5143"
"FPO","BWI","5135"
"IAD","SIN","5130"
"NRT","LAS","5125"
"CLT","BRU","5121"
"CUN","RDU","5065"
"KEF","ANC","5008"
"CUN","BNA","4989"
"LRD","SAL","4989"
"SFO","BJX","4986"
"AUA","LGA","4986"
"SXM","IAD","4979"
"UPN","LAX","4961"
"BWI","FPO","4938"
"ORD","DXB","4928"
"DTW","YHZ","4927"
"YXE","PHX","4911"
"LIR","LAX","4888"
"ATL","PVG","4871"
"AEX","SAL","4845"
"BWI","FRA","4838"
"PVR","PDX","4835"
"MKE","PUJ","4823"
"LAS","NRT","4818"
"OSL","MCO","4818"
"LGA","AUA","4798"
"BJX","SFO","4798"
"EWR","UVF","4784"
"CLT","BGI","4781"
"SXM","ORD","4768"
"YHZ","DTW","4761"
"ARN","OAK","4741"
"JFK","ROB","4703"
"CUN","RFD","4674"
"BDA","CLT","4666"
"PIE","YYZ","4662"
"BNA","CUN","4659"
"SJD","PDX","4651"
"IAD","SXM","4649"
"PDX","PVR","4628"
"MHH","MCO","4614"
"MDT","YYZ","4612"
"GCM","ORD","4586"
"SIN","SEA","4582"
"CZM","CLT","4570"
"MBJ","MKE","4570"
"LAX","BOG","4562"
"ORD","SXM","4544"
"LGW","LAX","4516"
"HUX","IAH","4512"
"SJD","CLT","4511"
"YHZ","IAD","4500"
"YYZ","PIE","4493"
"FLL","LGW","4483"
"LGW","FLL","4457"
"FLL","HAV","4442"
"RFD","CUN","4441"
"CLT","SJD","4412"
"GCM","DTW","4402"
"PBI","YUL","4384"
"BOG","LAX","4381"
"ZLO","IAH","4379"
"MKE","MBJ","4376"
"DGO","IAH","4369"
"MCO","MHH","4359"
"BKK","SFO","4351"
"DFW","PLS","4348"
"ORD","GCM","4328"
"HNL","MAJ","4320"
"LAX","LIR","4293"
"YYZ","MDT","4285"
"LAX","LGW","4283"
"LAX","UPN","4268"
"IAH","DGO","4250"
"NAN","HNL","4244"
"PEI","MIA","4225"
"AEX","GUA","4214"
"OAK","ARN","4212"
"MBJ","IND","4187"
"IAD","YHZ","4133"
"SCU","MIA","4090"
"CLT","CZM","4083"
"PEK","ATL","4064"
"CUR","CLT","4053"
"SEA","SIN","4041"
"YUL","PBI","4032"
"PVG","BOS","4024"
"IAH","HUX","4018"
"MIA","PEI","4017"
"MCO","OSL","4006"
"SLC","LHR","3985"
"SYR","YYZ","3951"
"YOW","TPA","3947"
"YYZ","SYR","3943"
"NAS","DTW","3937"
"RTB","DFW","3936"
"ZSA","FLL","3933"
"LHR","SLC","3920"
"YYT","MCO","3901"
"EWR","ICN","3897"
"PLS","DFW","3883"
"PTP","SJU","3866"
"IND","MBJ","3855"
"YOW","LAS","3853"
"MCO","YHM","3853"
"PDX","SJD","3844"
"DFW","RTB","3844"
"SJU","SKB","3829"
"BOS","PVG","3828"
"LAS","YLW","3816"
"YYZ","PSP","3810"
"FLL","ZSA","3807"
"SKB","SJU","3805"
"DTW","GCM","3801"
"YQT","ORD","3794"
"PSP","YYZ","3794"
"DTW","NAS","3788"
"CLT","SKB","3786"
"YUL","TPA","3759"
"YHM","MCO","3759"
"SJU","PTP","3736"
"IAH","ZLO","3736"
"LAS","CDG","3731"
"SJU","NEV","3710"
"SLC","NRT","3703"
"ORD","YQT","3695"
"PSP","YWG","3691"
"SKB","CLT","3677"
"FDF","SJU","3672"
"YLW","LAS","3672"
"FOR","MIA","3671"
"FLL","BIM","3665"
"TPA","YOW","3658"
"ATL","ACC","3654"
"ICN","EWR","3610"
"MGA","LAX","3609"
"BIM","FLL","3601"
"CLT","ANU","3599"
"SLC","GDL","3568"
"ANU","CLT","3567"
"YQM","MCO","3532"
"TPA","YUL","3532"
"ROC","YYZ","3524"
"HNL","NAN","3520"
"ANU","ATL","3516"
"GDL","SLC","3516"
"HIJ","GUM","3513"
"GUM","HIJ","3498"
"SJU","FDF","3473"
"PVR","JFK","3468"
"SJU","SBH","3463"
"CDG","LAS","3459"
"LAS","YOW","3459"
"MIA","FOR","3458"
"MCO","YYT","3451"
"TER","OAK","3450"
"PHX","YLW","3447"
"YWG","PSP","3432"
"MAJ","HNL","3426"
"VIJ","SJU","3409"
"CLT","BDA","3377"
"CUN","MSY","3376"
"MSP","PVG","3375"
"AEX","SAP","3369"
"SJU","VIJ","3347"
"CLT","CUR","3345"
"MCO","YQM","3341"
"LAX","MGA","3318"
"SNU","TPA","3310"
"DFW","ZCL","3304"
"DEN","LIR","3295"
"ATL","ANU","3277"
"LIR","DEN","3227"
"CMH","CUN","3207"
"ZCL","DFW","3206"
"TPA","SNU","3202"
"CUN","CMH","3191"
"UIO","JFK","3188"
"SFO","BKK","3180"
"GUM","KIJ","3179"
"ORD","GUA","3177"
"HAV","FLL","3172"
"YHZ","TPA","3170"
"OAK","TER","3153"
"YLW","PHX","3117"
"JFK","RIX","3102"
"SJD","AUS","3098"
"KIJ","GUM","3086"
"NAS","PBI","3084"
"PVG","MSP","3082"
"SAT","SAP","3075"
"AZA","SAP","3070"
"PUJ","RFD","3061"
"YYZ","ROC","3055"
"YUL","RSW","3036"
"TER","BOS","3020"
"GUA","ORD","3007"
"NEV","SJU","2990"
"BOS","TER","2970"
"SFO","MAD","2950"
"MSY","CUN","2946"
"PBI","NAS","2930"
"CUN","LAN","2929"
"AUS","SJD","2916"
"RFD","PUJ","2912"
"MAD","SFO","2906"
"LAN","CUN","2895"
"RIX","JFK","2879"
"YHZ","FLL","2869"
"SBH","SJU","2865"
"YQB","MCO","2850"
"GDL","SAN","2837"
"CFG","MIA","2819"
"TPA","YHZ","2818"
"MCO","YQB","2817"
"MSP","SIN","2817"
"KHI","JFK","2810"
"MIA","NRT","2810"
"SIN","MSP","2804"
"CUN","TPA","2790"
"KWA","HNL","2777"
"PVR","STL","2732"
"STL","PVR","2712"
"FPO","CMH","2694"
"CMH","FPO","2675"
"TAB","JFK","2675"
"LIM","IAD","2670"
"DTW","SJD","2666"
"ATL","BOM","2656"
"IAD","LIM","2653"
"GDL","SEA","2649"
"BGA","MIA","2649"
"MZO","MIA","2605"
"SJD","DTW","2602"
"BAQ","JFK","2593"
"HNL","KWA","2593"
"FLL","YHZ","2586"
"JFK","UIO","2573"
"MIA","BGA","2548"
"HNL","APW","2533"
"SAT","GUA","2517"
"ATL","PEK","2511"
"MAJ","GUM","2504"
"JFK","TAB","2498"
"AZA","SAL","2498"
"TPA","CUN","2482"
"MLM","ORD","2475"
"MSP","HKG","2472"
"RSW","YUL","2456"
"GLA","SFB","2456"
"MKE","PVR","2445"
"CUN","BDL","2443"
"DEN","GDL","2429"
"PNI","HNL","2423"
"JFK","YYG","2419"
"PVR","PHL","2418"
"MDE","MCO","2413"
"GGT","FLL","2403"
"GDL","DEN","2396"
"JFK","BAQ","2389"
"HKG","MSP","2376"
"GUM","MAJ","2372"
"GCM","MSP","2371"
"NRT","MIA","2365"
"PHL","PVR","2352"
"FPO","RIC","2350"
"PVG","LAS","2347"
"BDL","CUN","2336"
"EWR","UIO","2329"
"SJO","PHL","2323"
"MSP","GCM","2320"
"CLO","MCO","2308"
"YYG","JFK","2305"
"RIC","FPO","2277"
"SJU","LRM","2262"
"SAN","GDL","2253"
"PIE","YHZ","2248"
"YEG","MCO","2243"
"CXI","HNL","2240"
"SEA","GDL","2228"
"HUX","ORD","2223"
"BGO","JFK","2212"
"BOM","ATL","2205"
"YHZ","PIE","2199"
"SPN","NGO","2186"
"IAD","OTP","2186"
"CCS","DFW","2178"
"DFW","CCS","2175"
"OSL","LAX","2174"
"ORD","MLM","2171"
"FLL","GGT","2168"
"GRU","MSP","2167"
"PHL","SJO","2163"
"MIA","MZO","2153"
"RSW","YOW","2151"
"MSP","SJO","2144"
"PUJ","BNA","2140"
"LAX","OSL","2130"
"ZIH","DFW","2116"
"CUC","MIA","2104"
"MCO","YEG","2099"
"ORD","HUX","2088"
"PHL","UVF","2076"
"MCO","YXU","2075"
"YXU","MCO","2074"
"DFW","ZRH","2070"
"LAX","EZE","2060"
"GRU","BOS","2041"
"MIA","CYB","2035"
"MCO","CDG","2024"
"NGO","SPN","2023"
"UVF","PHL","2017"
"YOW","RSW","2014"
"BOS","GCM","2000"
"FAI","NRT","1998"
"SJO","MSP","1996"
"AXM","JFK","1984"
"APW","HNL","1982"
"LAS","PVG","1979"
"AXA","SJU","1977"
"GCM","BOS","1975"
"BNA","PUJ","1969"
"FPO","BHM","1964"
"MCO","MDE","1951"
"BHM","FPO","1948"
"PVR","MCI","1940"
"ICN","BOS","1936"
"SJD","MCI","1935"
"SFO","MGA","1932"
"HUX","MSP","1921"
"LRM","SJU","1909"
"SAP","LAX","1902"
"YYJ","HNL","1895"
"JFK","BGO","1892"
"ZRH","DFW","1891"
"SFB","GLA","1891"
"JFK","PVR","1888"
"OTP","IAD","1882"
"MGA","SFO","1854"
"MIA","CUC","1853"
"MSP","HUX","1852"
"HNL","PNI","1852"
"SFO","FCO","1845"
"SKB","ATL","1842"
"GCM","DFW","1835"
"LAX","SAP","1829"
"DFW","GCM","1824"
"ORD","MXP","1824"
"LAX","DGO","1823"
"GYE","EWR","1801"
"LHR","MCO","1785"
"MCI","PVR","1779"
"MBJ","CVG","1767"
"SJO","SFO","1766"
"DGO","LAX","1766"
"NRT","SLC","1765"
"AUA","IAH","1765"
"EZE","LAX","1764"
"HNL","YYJ","1745"
"TSN","SPN","1742"
"TLV","SFO","1741"
"ATL","SKB","1739"
"YTZ","MYR","1737"
"JFK","AXM","1736"
"GUA","AZA","1720"
"SFO","TLV","1718"
"CVG","MBJ","1717"
"ELP","SAL","1712"
"DFW","ZIH","1706"
"MCI","SJD","1698"
"ACC","ATL","1689"
"SJU","AXA","1687"
"YYJ","PHX","1676"
"BOS","GRU","1667"
"MCO","CLO","1662"
"IAH","AUA","1654"
"SLC","AMS","1650"
"MYR","YTZ","1650"
"HGH","SPN","1649"
"YHZ","ATL","1648"
"DTW","YVR","1634"
"BOS","ICN","1628"
"HMO","DFW","1622"
"MSP","GRU","1619"
"SPN","TSN","1608"
"YYC","ATL","1603"
"SPN","HGH","1600"
"FCO","SFO","1588"
"YVR","DTW","1587"
"ATL","NGO","1585"
"CUU","DEN","1574"
"LAX","LAP","1558"
"ATL","YHZ","1558"
"GHB","FLL","1556"
"CZM","DTW","1554"
"ATL","YYC","1551"
"GUA","SFO","1542"
"YEG","IFP","1539"
"HNL","CXI","1539"
"CUN","MEM","1533"
"IFP","YEG","1528"
"NBW","NIP","1520"
"PHX","CDG","1514"
"LAP","LAX","1512"
"SFO","SJO","1511"
"MBJ","BNA","1501"
"BNA","MBJ","1499"
"CZM","EWR","1496"
"PUJ","LAN","1493"
"LAN","PUJ","1493"
"BCN","LAX","1492"
"MCO","AMS","1488"
"MCO","LHR","1487"
"ATL","MNL","1478"
"SFO","GUA","1477"
"PHX","YYJ","1468"
"FPO","PHL","1458"
"LAX","NGO","1457"
"PHL","FPO","1448"
"DAL","SAL","1445"
"LGA","GUA","1443"
"AER","EWR","1432"
"TGU","IAD","1425"
"NRT","FAI","1422"
"DTW","CZM","1407"
"DFW","HMO","1407"
"HUX","STL","1404"
"SFO","EZE","1393"
"PVR","RFD","1389"
"EWR","AER","1386"
"DEN","AMS","1384"
"SAP","IAD","1384"
"CUN","SJU","1382"
"SJU","CUN","1380"
"EWR","CZM","1379"
"STL","HUX","1377"
"PVR","LAN","1367"
"LAN","PVR","1360"
"BDL","PUJ","1359"
"MXP","ORD","1356"
"EWR","GYE","1356"
"TGU","LAX","1355"
"HOG","TPA","1344"
"NAS","IAD","1328"
"IAD","SAP","1326"
"UIO","EWR","1324"
"CVG","FPO","1318"
"SAN","MAD","1318"
"NIP","NBW","1317"
"MBJ","DEN","1314"
"IAD","TGU","1312"
"MNL","ATL","1311"
"NRT","MCO","1310"
"FPO","CVG","1309"
"SLC","SCL","1292"
"GYE","MCO","1291"
"CZM","MKE","1287"
"MKE","CZM","1280"
"PUJ","BDL","1275"
"EMA","SFB","1270"
"MSP","ICN","1266"
"ZIH","DEN","1249"
"MCO","SXM","1241"
"MEM","CUN","1235"
"BQN","PUJ","1230"
"CLO","FLL","1225"
"GUA","BRO","1224"
"RFD","PVR","1220"
"TPA","HOG","1220"
"PUJ","BQN","1215"
"BHX","SFB","1211"
"SFO","BOG","1209"
"TKK","HNL","1203"
"LAX","HUX","1198"
"FLL","GHB","1195"
"HKG","SPN","1193"
"DEN","CUU","1192"
"IFP","YYC","1189"
"DEN","ZIH","1186"
"MEX","BOS","1186"
"HUX","LAX","1181"
"BOG","ORD","1176"
"LAX","TGU","1175"
"MAD","SAN","1164"
"DEN","MBJ","1160"
"ELP","GUA","1140"
"CUN","RIC","1137"
"RIC","CUN","1137"
"MSP","SXM","1135"
"ORD","BOG","1127"
"UIO","LAX","1124"
"IAD","KBL","1121"
"BTV","YTZ","1120"
"YYC","IFP","1115"
"PEK","GUM","1114"
"GUA","LGA","1113"
"NGO","LAX","1112"
"MDE","LAX","1111"
"JFK","TGU","1109"
"BOG","SFO","1106"
"KBL","IAD","1104"
"JFK","BGA","1102"
"SAP","SAT","1098"
"TGU","JFK","1088"
"BGA","JFK","1086"
"ELH","PBI","1077"
"LAX","MDE","1064"
"DCA","LIM","1061"
"YTZ","BTV","1056"
"SPN","HKG","1054"
"KIX","FAI","1054"
"CVG","LHR","1051"
"ANC","NRT","1044"
"SAP","MSY","1043"
"AXM","MIA","1041"
"BCN","ORD","1040"
"BRU","LAX","1035"
"LAS","MAD","1033"
"IAD","NAS","1027"
"STL","SJD","1025"
"NCL","SFB","1021"
"ORD","BCN","1014"
"MEX","SEA","1008"
"ZLO","PHX","1005"
"FRA","SLC","1001"
"SFB","BHX","994"
"SFB","NCL","989"
"SJD","STL","988"
"STX","BLL","988"
"CDG","MCO","980"
"ZIH","ORD","968"
"GUM","PEK","967"
"SAP","AZA","964"
"HKG","ATL","964"
"LGA","BSB","963"
"LIM","DCA","963"
"MCO","NRT","962"
"YYZ","EGE","959"
"SLC","HND","956"
"ORD","ZIH","956"
"DCA","NRT","954"
"HNL","TKK","954"
"SLC","FCO","950"
"EGE","YYZ","942"
"UIO","MCO","941"
"CLO","IAD","934"
"SEA","MEX","932"
"MEX","AZA","928"
"MZL","JFK","917"
"YYZ","ACY","913"
"PHX","ZLO","905"
"MSP","NAS","898"
"LGA","PEK","893"
"MIA","AXM","887"
"ACY","YYZ","886"
"MIA","VLN","881"
"LAX","MID","879"
"MCO","GYE","878"
"RDU","TGU","877"
"KSA","GUM","875"
"AEX","PAP","874"
"MDE","SJU","869"
"MSP","MEX","868"
"SFO","ZLO","868"
"TGU","RDU","867"
"ZLO","SFO","867"
"SLC","FRA","866"
"MCO","UIO","866"
"BFI","YCD","864"
"LAS","HND","864"
"BLL","STX","861"
"SAL","AEX","858"
"YCD","BFI","856"
"LAX","UIO","849"
"CLO","SJU","848"
"LAX","BRU","848"
"DEN","PUJ","847"
"SFO","GIG","847"
"PBI","ELH","830"
"FLL","GRU","827"
"GUM","KSA","826"
"FLL","CLO","825"
"NAS","MSP","820"
"GYE","LAX","820"
"SAL","AZA","813"
"ICN","MSP","810"
"BGA","MCO","805"
"SJU","CLO","801"
"DEN","CDG","795"
"PTY","SFO","795"
"ANC","ICN","787"
"ORD","ATH","784"
"DFW","BCN","782"
"BOS","MEX","782"
"MDE","IAD","777"
"PUJ","DEN","776"
"EIS","STT","776"
"FAI","FRA","775"
"SFB","EMA","774"
"KSA","HNL","766"
"SLC","SVO","765"
"MAD","LAS","764"
"UIO","IAD","752"
"AEX","KIN","750"
"ATL","HKG","747"
"JFK","MZL","744"
"PDX","LHR","744"
"BRO","SAL","741"
"GRU","FLL","739"
"MZL","MIA","737"
"SVG","IAH","737"
"STX","CPH","737"
"CPH","STX","736"
"AEX","SDQ","736"
"TPA","CDG","732"
"PVG","GUM","731"
"SAT","SAL","731"
"IAD","MGA","729"
"IAD","CLO","727"
"BAQ","MCO","722"
"DCA","BOG","719"
"PHX","AMS","716"
"SAN","CDG","712"
"CLO","LAX","706"
"LAX","CLO","702"
"MCO","GUA","701"
"HNL","KSA","700"
"STR","BHM","700"
"BRU","DFW","695"
"MCO","MTY","693"
"MCO","BGA","691"
"IAD","MDE","687"
"MGA","IAD","687"
"NRT","ANC","684"
"SAP","BRO","679"
"DFW","SYD","671"
"MIA","MZL","671"
"MIA","DXB","668"
"SFO","DUS","661"
"IAH","SVG","661"
"GUA","SAT","657"
"GYE","ORD","656"
"PSE","PUJ","647"
"PEI","MCO","646"
"MDE","EWR","644"
"EWR","MDE","642"
"STT","EIS","641"
"MIA","MAN","641"
"SJU","MDE","636"
"SMR","MIA","632"
"JFK","CUC","632"
"MIA","SMR","630"
"CUN","SMF","628"
"LGA","PVG","627"
"PHF","CUN","627"
"CUN","PHF","626"
"IAD","UIO","625"
"BFS","MCO","625"
"EWR","CLO","622"
"PUJ","PSE","618"
"PHX","FCO","616"
"MTY","MCO","616"
"NAS","FSD","615"
"GLA","LAS","613"
"LAS","AMS","612"
"GUA","AEX","612"
"MCO","BAQ","611"
"PEI","FLL","608"
"LAX","GYE","607"
"DCA","SJD","605"
"FSD","NAS","604"
"MCO","BFS","604"
"CLO","EWR","603"
"LAS","GLA","601"
"LAS","YMM","599"
"FAI","NGO","597"
"MEM","CDG","594"
"ICN","ANC","589"
"DEN","PTY","588"
"MCO","PEI","586"
"SAL","SAT","586"
"SAN","BCN","582"
"FAI","KIX","580"
"GUM","PVG","579"
"IAD","SCL","577"
"MCO","GDL","572"
"DCA","YHZ","570"
"AEX","BOG","569"
"CUC","JFK","567"
"ANC","PKC","566"
"MEM","LHR","566"
"LHR","MEM","563"
"FAI","FUK","562"
"PKC","ANC","561"
"GUM","KWA","560"
"NRT","DCA","558"
"KOA","NRT","557"
"UIO","ORD","555"
"MCO","MID","554"
"DFW","BRU","551"
"LAX","NCE","551"
"MID","MCO","548"
"MSY","TGU","548"
"LAX","BCN","540"
"BGA","FLL","539"
"DUS","SFO","531"
"KWA","GUM","531"
"FRA","FAI","528"
"ELP","SAP","525"
"NBW","FLL","524"
"SMF","CUN","524"
"FLL","PEI","523"
"BOG","DCA","523"
"DXB","MIA","520"
"PDX","CDG","516"
"AUS","DUB","516"
"FLL","BGA","514"
"MHH","JAX","512"
"MBJ","MSY","511"
"MIA","MTR","508"
"YHZ","DCA","506"
"MSY","MBJ","505"
"DCA","BRU","501"
"CCS","LGA","500"
"MGA","BOS","498"
"SMR","JFK","497"
"MIA","ICN","490"
"LGA","CCS","490"
"RDU","FPO","488"
"HKG","DCA","488"
"HRB","OAK","486"
"IAD","MED","484"
"FLL","NBW","483"
"MVD","JFK","481"
"CTG","IAD","480"
"LHR","STL","476"
"ANC","KIX","474"
"MSY","AMS","471"
"CDG","PHX","470"
"TGU","SFO","466"
"HIJ","SPN","464"
"SPN","HIJ","464"
"LAX","SNN","463"
"GDL","MCO","462"
"BCN","SAN","461"
"PVG","IAD","455"
"GYE","IAD","455"
"ORD","GYE","452"
"LIM","ORD","446"
"ZRH","DTW","444"
"YVR","DCA","444"
"DUB","AUS","439"
"HNL","HIJ","439"
"AEX","GYE","438"
"ICN","MIA","438"
"YUL","ACY","438"
"ACY","YUL","437"
"SFO","GRU","436"
"ATL","ROB","432"
"SAP","DFW","432"
"MDE","ORD","431"
"SFO","HRB","430"
"ORD","UIO","428"
"CUN","LAS","426"
"SJU","LHR","423"
"DAL","SAP","422"
"MTR","MIA","422"
"NGO","FAI","422"
"CLE","NAS","420"
"JFK","SMR","419"
"JFK","MED","418"
"GIG","BOS","415"
"JAX","MHH","414"
"FPO","RDU","412"
"VUP","MIA","408"
"TGU","DCA","407"
"CLO","IAH","406"
"MCI","BZZ","405"
"MBJ","BDL","404"
"BOS","SJO","403"
"JFK","MGA","402"
"IAD","CTG","402"
"YVR","SAN","400"
"LPB","JFK","400"
"IAD","BAQ","400"
"BAQ","IAD","399"
"AEX","MGA","399"
"YTM","EWR","399"
"STL","GCM","399"
"YVR","OME","398"
"SAL","DCA","394"
"FUK","FAI","393"
"MAN","MIA","393"
"GUA","MCO","389"
"RTB","LAX","389"
"MSY","NAS","389"
"ATH","ORD","387"
"PEK","LGA","386"
"CUZ","LAX","385"
"ORD","MDE","383"
"MIA","VUP","383"
"TGU","MSY","379"
"IAD","GYE","379"
"ROW","GUA","377"
"BCN","DEN","375"
"PVR","SMF","374"
"LHR","TUS","374"
"GRU","SJU","372"
"PVG","LGA","372"
"HNL","KMQ","370"
"SFO","TGU","370"
"LGA","SJD","368"
"ATL","MVD","365"
"PVD","MBJ","363"
"DTW","MAD","362"
"FOE","CUN","361"
"DFW","SAP","360"
"ORD","BZE","360"
"JFK","KTW","359"
"BOS","MGA","358"
"SAN","FRA","357"
"DCA","HKG","355"
"CSG","GUA","354"
"NAS","CLE","351"
"SFO","YLW","347"
"TER","JFK","347"
"BOG","BOS","345"
"YMM","LAS","344"
"EWR","YTM","341"
"SAP","ORD","338"
"LHR","CVG","337"
"PHX","PUJ","337"
"MGA","JFK","333"
"PIT","PVR","333"
"CLO","ORD","332"
"SEA","FCO","332"
"PLS","MHT","332"
"JFK","LPB","331"
"LAS","YXU","329"
"PVR","PIT","329"
"EWR","LDE","329"
"IAD","PVG","328"
"DCA","SAL","328"
"MSY","SAP","327"
"MHT","PLS","326"
"BHX","MCO","325"
"JFK","MVD","325"
"MCO","BHX","325"
"LAX","CUZ","323"
"MEM","FPO","323"
"LDE","EWR","321"
"SJO","BOS","320"
"DUB","PIT","317"
"BHM","STR","316"
"CWL","MCO","314"
"PIT","MBJ","314"
"MIA","NVA","314"
"LAX","KIX","314"
"YLW","SFO","314"
"MCI","MBJ","313"
"MDT","DUB","313"
"SMF","PVR","313"
"BWI","LDE","311"
"MCO","CWL","310"
"SKB","IND","309"
"IND","SKB","309"
"GCM","STL","308"
"BAQ","FLL","307"
"LDE","BWI","306"
"HIJ","FAI","305"
"ORD","LIM","301"
"ROP","NRT","301"
"GYE","IAH","301"
"JFK","BZE","300"
"FRA","SAN","298"
"BOS","BOG","297"
"YQX","JFK","292"
"ZNA","KEH","289"
"SAP","AEX","288"
"IAH","GYE","287"
"NAS","MSY","285"
"ORD","CLO","285"
"ORD","SAP","285"
"LAS","SJD","284"
"YWG","IFP","284"
"JFK","YQX","284"
"BOS","GIG","283"
"FPO","MEM","282"
"NRT","KOA","281"
"YYZ","IFP","281"
"LAX","RTB","279"
"PVR","RNO","279"
"SAP","MCO","279"
"IFP","YWG","279"
"RNO","PVR","279"
"DFW","MGA","277"
"SCL","IAD","277"
"LAS","CUN","276"
"CUR","JFK","275"
"YYZ","MDW","275"
"CSG","SAP","274"
"SJO","DTW","273"
"LAS","CUL","272"
"IAH","CLO","272"
"OME","YVR","271"
"SJU","GRU","271"
"BDA","BWI","271"
"CUL","LAS","270"
"RDU","YUL","268"
"LAX","CCS","267"
"JFK","KIX","267"
"PTY","PHL","265"
"MGA","DFW","265"
"JFK","NCL","264"
"BZE","JFK","264"
"PHL","PTY","263"
"IFP","YYZ","263"
"MIA","PSO","262"
"DTW","PLS","262"
"GEG","PVR","261"
"CCS","LAX","260"
"DEN","BCN","260"
"GSO","YYZ","259"
"LAS","MVD","258"
"PIT","YUL","258"
"SJD","BDL","257"
"MDE","IAH","257"
"CUZ","IAD","256"
"PEI","IAD","255"
"PSO","MIA","252"
"JNB","DTW","249"
"CSG","SAL","249"
"CTG","SJU","249"
"JFK","CUR","249"
"SCL","SJU","249"
"BDL","SJD","248"
"VSA","MCO","248"
"KEF","ORD","247"
"MCO","CUC","246"
"CDG","SAN","245"
"NVA","MIA","245"
"SDQ","AEX","245"
"SKB","DFW","244"
"VLN","MIA","244"
"BGR","LHR","243"
"HRB","ANC","243"
"DFW","SKB","243"
"GRU","BWI","242"
"LHR","SMF","242"
"DCA","TGU","241"
"ARN","MKE","240"
"ARN","BOS","239"
"BAQ","SJU","239"
"YWH","KEH","238"
"LHR","SJC","238"
"SFB","OSL","237"
"FAT","MLM","237"
"PIT","YVR","235"
"BCN","SJU","235"
"MCO","SAP","235"
"CTG","MCO","234"
