"PASSENGERS","ORIGIN","DEST",
1.00,"RSW","NAS",
1.00,"SJD","DTW",
1.00,"SJO","RNO",
1.00,"SYR","SXM",
1.00,"BOS","MTY",
1.00,"MAD","MCO",
1.00,"MUC","IAD",
1.00,"IAD","NHT",
1.00,"LBG","IAD",
1.00,"TLS","TEB",
1.00,"DAY","YUL",
1.00,"YXU","DAY",
1.00,"YYZ","IND",
1.00,"GVA","BOS",
1.00,"LIT","VKO",
1.00,"VKO","OPF",
1.00,"LTN","TEB",
1.00,"KIN","DTW",
1.00,"FOK","VKO",
1.00,"VKO","BGR",
1.00,"DTW","DUB",
1.00,"MCO","DUS",
1.00,"BOS","FAB",
1.00,"MAD","BOS",
1.00,"MAD","ROC",
1.00,"ROC","MAD",
1.00,"SLM","ROC",
1.00,"GVA","BOS",
1.00,"SJC","YVR",
1.00,"YVR","APC",
1.00,"LBG","BOS",
1.00,"ADQ","PLH",
1.00,"BSL","SAF",
1.00,"BGO","TEB",
1.00,"TEB","TRD",
1.00,"ZRH","IAD",
1.00,"SJO","BOS",
1.00,"AGP","PHL",
1.00,"DRO","PVR",
1.00,"BJC","PSA",
1.00,"AQP","MIA",
1.00,"CCS","ORD",
1.00,"CCS","SFO",
1.00,"CIX","ORD",
1.00,"DFW","EZE",
1.00,"EZE","EWR",
1.00,"FRS","EWR",
1.00,"FRS","JFK",
1.00,"FRS","ORD",
1.00,"GIG","MIA",
1.00,"IAD","LCE",
1.00,"IAD","TPP",
1.00,"IAH","RTB",
1.00,"IQT","DFW",
1.00,"LCE","EWR",
1.00,"LCE","JFK",
1.00,"MCO","CUZ",
1.00,"MVD","MIA",
1.00,"ORD","LCE",
1.00,"ORD","MEX",
1.00,"ORD","PIU",
1.00,"PIU","IAD",
1.00,"SFO","MEX",
1.00,"TRU","EWR",
1.00,"TRU","LAX",
1.00,"TRU","MCO",
1.00,"TRU","SFO",
1.00,"ADQ","GEO",
1.00,"AXA","SJU",
1.00,"PNE","AAO",
1.00,"SJU","AXA",
1.00,"SJU","SBH",
1.00,"YQA","HPN",
1.00,"CUC","SJU",
1.00,"CUR","MIA",
1.00,"FLL","GIG",
1.00,"FLL","IBE",
1.00,"IAD","MTR",
1.00,"IBE","SJU",
1.00,"JFK","PUJ",
1.00,"JFK","SDQ",
1.00,"MAD","SJU",
1.00,"MCO","MZL",
1.00,"MIA","BCN",
1.00,"NVA","SJU",
1.00,"SAL","MIA",
1.00,"SJU","CUC",
1.00,"SJU","IBE",
1.00,"ALB","ANU",
1.00,"MSY","BZE",
1.00,"MZT","BWI",
1.00,"PVD","GCM",
1.00,"SYR","AUA",
1.00,"CLO","DFW",
1.00,"DFW","LIM",
1.00,"DFW","PTY",
1.00,"DFW","TGU",
1.00,"FON","LAX",
1.00,"GRU","LAX",
1.00,"GYE","DFW",
1.00,"JFK","AQP",
1.00,"JFK","EZE",
1.00,"JFK","LIR",
1.00,"JFK","LPB",
1.00,"JFK","POA",
1.00,"LAX","AQP",
1.00,"LAX","BZE",
1.00,"LAX","FRS",
1.00,"LAX","GIG",
1.00,"LAX","PTY",
1.00,"LAX","VVI",
1.00,"MGA","DFW",
1.00,"RTB","JFK",
1.00,"SAP","LAX",
1.00,"UIO","JFK",
1.00,"MIA","JUL",
1.00,"BOS","FRA",
1.00,"DBV","TEB",
1.00,"GIG","BOS",
1.00,"TEB","LBG",
1.00,"MDW","YUL",
1.00,"YUL","BDL",
1.00,"BDL","YYZ",
1.00,"YYZ","BDL",
1.00,"YYZ","FOK",
1.00,"PAD","AZA",
1.00,"PAD","TWF",
1.00,"SUN","TXL",
1.00,"GVA","MHT",
1.00,"LBG","TEB",
1.00,"MHT","BRU",
1.00,"RIC","YYZ",
1.00,"YGK","HPN",
1.00,"YYZ","BED",
1.00,"JER","ASE",
1.00,"BC3","LKE",
1.00,"BC6","KEH",
1.00,"CN6","KEH",
1.00,"FRD","YCD",
1.00,"KEH","BC6",
1.00,"LKE","YGG",
1.00,"YCD","FRD",
1.00,"YDS","FBS",
1.00,"YVR","LKE",
1.00,"YVR","LGA",
1.00,"BDA","DEN",
1.00,"BOS","GUA",
1.00,"BWI","BZE",
1.00,"BWI","GUA",
1.00,"BWI","MBJ",
1.00,"BZE","DEN",
1.00,"CUN","PHX",
1.00,"CUN","PVD",
1.00,"DEN","MID",
1.00,"DEN","SJO",
1.00,"EWR","MGA",
1.00,"GCM","LAX",
1.00,"GDL","EWR",
1.00,"GUA","DCA",
1.00,"GUA","FLL",
1.00,"LAS","BZE",
1.00,"LAX","SAL",
1.00,"LAX","SJO",
1.00,"LGA","AUA",
1.00,"LGA","RTB",
1.00,"LGA","SJO",
1.00,"MEX","MSP",
1.00,"MEX","OKC",
1.00,"MEX","SMF",
1.00,"MGA","SNA",
1.00,"MID","SAN",
1.00,"MSP","CUN",
1.00,"MSP","PVR",
1.00,"NAS","SAN",
1.00,"NAS","SFO",
1.00,"OKC","MGA",
1.00,"OMA","AUA",
1.00,"PDX","CUN",
1.00,"PDX","PTY",
1.00,"PIT","MEX",
1.00,"PTY","MCO",
1.00,"PVR","SMF",
1.00,"PVR","SNA",
1.00,"SAL","DEN",
1.00,"SAL","SMF",
1.00,"SAN","POS",
1.00,"SAT","PVR",
1.00,"SEA","CUN",
1.00,"SJD","OKC",
1.00,"SJO","GRR",
1.00,"SJO","LGA",
1.00,"SLC","SJO",
1.00,"TGU","AUS",
1.00,"LGB","SJD",
1.00,"GDL","SBP",
1.00,"MKE","YUL",
1.00,"MEX","TUS",
1.00,"BCN","MCO",
1.00,"FLA","JFK",
1.00,"FLL","EYP",
1.00,"FLL","MTR",
1.00,"IAD","MTR",
1.00,"IAD","MZL",
1.00,"IBE","SJU",
1.00,"JFK","EYP",
1.00,"JFK","TCO",
1.00,"MAD","MCO",
1.00,"MAD","SJU",
1.00,"MCO","EZE",
1.00,"MCO","NVA",
1.00,"MCO","VUP",
1.00,"MZL","MCO",
1.00,"PSO","SJU",
1.00,"PTY","FLL",
1.00,"PTY","MCO",
1.00,"SJU","CUC",
1.00,"SJU","EYP",
1.00,"SJU","MZL",
1.00,"VVC","MIA",
1.00,"AQP","JFK",
1.00,"AQP","LAX",
1.00,"EZE","JFK",
1.00,"GRU","JFK",
1.00,"JFK","ASU",
1.00,"JFK","GIG",
1.00,"JFK","LCE",
1.00,"LAX","VVI",
1.00,"MDE","LAX",
1.00,"PIU","LAX",
1.00,"TRU","LAX",
1.00,"VVI","JFK",
1.00,"YYC","LGA",
1.00,"JFK","YVC",
1.00,"TUL","FPO",
1.00,"KEH","BC6",
1.00,"KEH","BC7",
1.00,"KEH","CN6",
1.00,"KEH","YCF",
1.00,"KEH","YDS",
1.00,"YDS","KEH",
1.00,"YGE","KEH",
1.00,"YMF","LKE",
1.00,"JAX","YHZ",
1.00,"YYZ","RDU",
1.00,"MSV","YVR",
1.00,"YVR","PDX",
1.00,"YYZ","LAX",
1.00,"LKE","YCF",
1.00,"LWS","YVR",
1.00,"YGG","KEH",
1.00,"YPT","LKE",
1.00,"YVR","LWS",
1.00,"PHL","YVR",
1.00,"YVR","ROC",
1.00,"AUS","TGU",
1.00,"BDA","LAS",
1.00,"BOS","NAS",
1.00,"BOS","SAL",
1.00,"BWI","MBJ",
1.00,"BWI","MEX",
1.00,"CLE","SAP",
1.00,"CUN","BDL",
1.00,"DTW","TGU",
1.00,"EWR","GDL",
1.00,"FLL","GUA",
1.00,"GEG","CUN",
1.00,"LAS","SJO",
1.00,"LGA","MID",
1.00,"LGA","TGU",
1.00,"MCO","BDA",
1.00,"MCO","LIR",
1.00,"MEX","CLE",
1.00,"MEX","PHX",
1.00,"MGA","DEN",
1.00,"MGA","PIT",
1.00,"MIA","GDL",
1.00,"MID","IAD",
1.00,"MSY","RTB",
1.00,"MSY","SJO",
1.00,"MSY","TGU",
1.00,"PHL","RTB",
1.00,"POS","SEA",
1.00,"PVR","MIA",
1.00,"SAL","PIT",
1.00,"SAL","SFO",
1.00,"SAL","TPA",
1.00,"SEA","SJO",
1.00,"SJD","LGA",
1.00,"SJD","SNA",
1.00,"SJO","GRR",
1.00,"SJO","SAN",
1.00,"SMF","PTY",
1.00,"SMF","SAP",
1.00,"TPA","GUA",
1.00,"ATL","YYC",
1.00,"BOS","YEG",
1.00,"ATL","PLS",
1.00,"ATL","SDQ",
1.00,"FLL","MBJ",
1.00,"PWM","SXM",
1.00,"SEA","BDA",
1.00,"SEA","NAS",
1.00,"SFO","CUN",
1.00,"SFO","PUJ",
1.00,"SYR","PLS",
1.00,"PSP","GDL",
1.00,"GDL","SBP",
1.00,"GSO","YOW",
1.00,"ORF","YYZ",
1.00,"TEB","LIN",
1.00,"TEB","VIE",
1.00,"TEB","YYR",
1.00,"PTK","YQA",
1.00,"YQA","PTK",
1.00,"BZV","MIA",
1.00,"VNY","JER",
1.00,"CHR","TEB",
1.00,"DLH","ZRH",
1.00,"BOG","SAV",
1.00,"ADZ","IAD",
1.00,"EYP","FLL",
1.00,"EYP","MCO",
1.00,"EYP","SJU",
1.00,"FLA","JFK",
1.00,"FLL","MZL",
1.00,"IAD","IBE",
1.00,"IAD","MZL",
1.00,"JFK","EYP",
1.00,"MCO","NVA",
1.00,"MIA","VVC",
1.00,"NVA","IAD",
1.00,"PSO","SJU",
1.00,"SAL","MIA",
1.00,"SJU","LON",
1.00,"SJU","LPB",
1.00,"SJU","VVC",
1.00,"VUP","MCO",
1.00,"VVC","MIA",
1.00,"VVC","SJU",
1.00,"GYE","JFK",
1.00,"JFK","MVD",
1.00,"JFK","SCL",
1.00,"LAX","LPB",
1.00,"LCE","LAX",
1.00,"MGA","LAX",
1.00,"RTB","JFK",
1.00,"RTB","LAX",
1.00,"UIO","JFK",
1.00,"AQP","DFW",
1.00,"AQP","SFO",
1.00,"CCS","SFO",
1.00,"CUN","IAD",
1.00,"DFW","AQP",
1.00,"DFW","CCS",
1.00,"FRS","MIA",
1.00,"IAD","FRS",
1.00,"IAD","GRU",
1.00,"IAD","PIU",
1.00,"IAH","FRS",
1.00,"IAH","RTB",
1.00,"IQT","EWR",
1.00,"IQT","LAX",
1.00,"LAX","LCE",
1.00,"MEX","EWR",
1.00,"MIA","BZE",
1.00,"MIA","LCE",
1.00,"MIA","TPP",
1.00,"ORD","AQP",
1.00,"PIU","LAX",
1.00,"PTY","EWR",
1.00,"SFO","CCS",
1.00,"SFO","GRU",
1.00,"TRU","JFK",
1.00,"TRU","MIA",
1.00,"YUL","ACY",
1.00,"HMO","SEA",
1.00,"SEA","HMO",
1.00,"SEA","TIJ",
1.00,"CDG","PHX",
1.00,"GRU","BWI",
1.00,"PIT","YQX",
1.00,"FRA","SAN",
1.00,"OMA","YVR",
1.00,"YEG","TPA",
1.00,"AUS","MEX",
1.00,"BOS","BDA",
1.00,"BWI","GDL",
1.00,"CLE","SJO",
1.00,"CLE","TGU",
1.00,"CUN","BWI",
1.00,"DEN","BZE",
1.00,"DFW","MBJ",
1.00,"DFW","SJO",
1.00,"GUA","LAX",
1.00,"LAS","PTY",
1.00,"LGA","CUN",
1.00,"MBJ","SEA",
1.00,"MCO","GUA",
1.00,"MCO","MEX",
1.00,"MEX","MSY",
1.00,"MEX","SNA",
1.00,"NAS","DEN",
1.00,"OMA","PVR",
1.00,"ORD","BZE",
1.00,"PHX","RTB",
1.00,"PLS","IAH",
1.00,"POS","BOS",
1.00,"PTY","SFO",
1.00,"RTB","PHL",
1.00,"SAL","LAS",
1.00,"SAL","SAT",
1.00,"SJO","CLE",
1.00,"TGU","LAS",
1.00,"PIT","YVR",
1.00,"YYC","CMH",
1.00,"BWI","CUN",
1.00,"MBJ","SFO",
1.00,"ILM","YYZ",
1.00,"YEG","DFW",
1.00,"YUL","DCA",
1.00,"YYZ","ABQ",
1.00,"LBG","TEB",
1.00,"TEB","LBG",
1.00,"DEL","PHL",
1.00,"HPN","GVA",
1.00,"HPN","UK1",
1.00,"AGS","YOW",
1.00,"YUL","EWN",
1.00,"AQP","EWR",
1.00,"AQP","ORD",
1.00,"CCS","LAX",
1.00,"CIX","IAD",
1.00,"CIX","LAX",
1.00,"DFW","AQP",
1.00,"DFW","JUL",
1.00,"EWR","AQP",
1.00,"EZE","IAH",
1.00,"EZE","MIA",
1.00,"FRS","LAX",
1.00,"IAD","FRS",
1.00,"IAD","GRU",
1.00,"IAD","PEM",
1.00,"IAD","TPP",
1.00,"IAD","TRU",
1.00,"IAH","PIU",
1.00,"IQT","IAD",
1.00,"IQT","SFO",
1.00,"LAX","TPP",
1.00,"LCE","IAD",
1.00,"MEX","EWR",
1.00,"MEX","JFK",
1.00,"MIA","CUN",
1.00,"MIA","CUZ",
1.00,"MIA","GIG",
1.00,"MIA","GLF",
1.00,"ORD","FRS",
1.00,"ORD","MEX",
1.00,"ORD","RTB",
1.00,"PIU","DFW",
1.00,"PIU","IAD",
1.00,"PIU","ORD",
1.00,"SFO","CCS",
1.00,"SFO","GYE",
1.00,"TRU","MIA",
1.00,"TRU","ORD",
1.00,"IAD","LTN",
1.00,"OXF","IAD",
1.00,"YYZ","IAD",
1.00,"LAS","YYZ",
1.00,"YHM","GON",
1.00,"CN6","KEH",
1.00,"CN9","KEH",
1.00,"KEH","CN9",
1.00,"YMF","LKE",
1.00,"BCN","MCO",
1.00,"MAD","TEB",
1.00,"MUC","TEB",
1.00,"SJU","LBG",
1.00,"LAX","LBG",
1.00,"SCQ","BOS",
1.00,"VCP","JFK",
2.00,"LBG","MIA",
2.00,"MIA","LBG",
2.00,"TEB","ZRH",
2.00,"FLL","ZRH",
2.00,"BWI","SNN",
2.00,"FKB","TUS",
2.00,"LAX","LYX",
2.00,"NCE","MDW",
2.00,"NCE","TEB",
2.00,"AST","YVR",
2.00,"BWI","YWG",
2.00,"OGG","YVR",
2.00,"YVR","AST",
2.00,"YWG","BWI",
2.00,"FAB","BOS",
2.00,"LAX","STR",
2.00,"FAB","TEB",
2.00,"TEB","GVA",
2.00,"LCG","PWM",
2.00,"FLL","YYZ",
2.00,"MIA","YYZ",
2.00,"YYZ","FLL",
2.00,"YYZ","PBI",
2.00,"FAB","PBI",
2.00,"TEB","VKO",
2.00,"ZRH","TEB",
2.00,"MKE","YVR",
2.00,"ANU","ORF",
2.00,"EWR","PUJ",
2.00,"MEX","DTW",
2.00,"ORF","CZM",
2.00,"PVR","ANC",
2.00,"SAN","SJD",
2.00,"CMH","YHZ",
2.00,"STL","YYZ",
2.00,"SBH","MIA",
2.00,"JFK","YUL",
2.00,"YUL","JFK",
2.00,"SPN","ROR",
2.00,"YVR","LGA",
2.00,"ATL","MEX",
2.00,"BON","LAX",
2.00,"BON","MSY",
2.00,"BOS","MBJ",
2.00,"BWI","PVR",
2.00,"CLE","CZM",
2.00,"CUN","PHX",
2.00,"GDL","ORD",
2.00,"IAD","CZM",
2.00,"LAX","GUA",
2.00,"LIR","MCO",
2.00,"MBJ","CMH",
2.00,"MEX","RDU",
2.00,"MEX","SLC",
2.00,"MIA","MEX",
2.00,"MSY","BZE",
2.00,"NAS","DFW",
2.00,"PBI","MEX",
2.00,"PBI","SJD",
2.00,"PDX","SJO",
2.00,"PTY","DEN",
2.00,"PVR","CLE",
2.00,"SAL","DEN",
2.00,"SJC","GUA",
2.00,"SJD","SEA",
2.00,"SLC","MEX",
2.00,"TUS","SJD",
2.00,"JAN","YYZ",
2.00,"DFW","MAN",
2.00,"HNL","SIN",
2.00,"GVA","HPN",
2.00,"GVA","TEB",
2.00,"HPN","LBG",
2.00,"LAX","VKO",
2.00,"LBG","LAX",
2.00,"NEV","SJU",
2.00,"SJU","NEV",
2.00,"MIA","FAB",
2.00,"JFK","TOJ",
2.00,"MAD","BOS",
2.00,"TOJ","JFK",
2.00,"BCT","YYZ",
2.00,"EWR","IOM",
2.00,"IOM","EWR",
2.00,"TEB","YSU",
2.00,"YKF","TEB",
2.00,"YYC","PSP",
2.00,"YYZ","BCT",
2.00,"IST","BWI",
2.00,"EWR","KBP",
2.00,"POP","JFK",
2.00,"IAD","YVR",
2.00,"AUS","SAL",
2.00,"BDA","SFO",
2.00,"BJX","JFK",
2.00,"BON","MSY",
2.00,"CUN","EGE",
2.00,"CUN","PHX",
2.00,"DTW","MID",
2.00,"GDL","PDX",
2.00,"IAD","PTY",
2.00,"IAD","PVR",
2.00,"ICT","CUN",
2.00,"JFK","MEX",
2.00,"LGA","GCM",
2.00,"LIR","AUS",
2.00,"MBJ","CMH",
2.00,"MBJ","PIT",
2.00,"MEX","EGE",
2.00,"MEX","PIT",
2.00,"MID","EWR",
2.00,"MSP","MEX",
2.00,"OKC","GUA",
2.00,"OKC","SAL",
2.00,"OKC","SJO",
2.00,"PDX","POS",
2.00,"POS","DEN",
2.00,"PTY","SAN",
2.00,"PVR","BOS",
2.00,"SAL","SAT",
2.00,"SEA","SJD",
2.00,"SFO","POS",
2.00,"SNA","BZE",
2.00,"SXM","IAH",
2.00,"SXM","SMF",
2.00,"TPA","LIR",
2.00,"HPN","LBG",
2.00,"LBG","HPN",
2.00,"SFO","LBG",
2.00,"BJC","YVR",
2.00,"SFO","YVR",
2.00,"YYJ","SFO",
2.00,"AVP","FPO",
2.00,"AVL","YOW",
2.00,"PHF","YOW",
2.00,"CMH","YVR",
2.00,"DCA","YVR",
2.00,"ORD","YVR",
2.00,"YYC","OAK",
2.00,"FRA","LAS",
2.00,"ANU","ORF",
2.00,"BUF","SXM",
2.00,"DCA","AUA",
2.00,"DEN","PVR",
2.00,"IAH","AUA",
2.00,"ORD","BZE",
2.00,"PVD","LIR",
2.00,"PVD","NAS",
2.00,"PVR","ABQ",
2.00,"STL","MEX",
2.00,"CMH","YYZ",
2.00,"YHZ","CHS",
2.00,"ZRH","HPN",
2.00,"PBI","NCE",
2.00,"SJU","PLS",
2.00,"SNN","TEB",
2.00,"TEB","ZRH",
2.00,"FAI","ZBL",
2.00,"YYZ","IAD",
2.00,"AUA","DTW",
2.00,"BIL","SJD",
2.00,"BON","DCA",
2.00,"BZE","SAN",
2.00,"CMH","CUN",
2.00,"CUN","DTW",
2.00,"CUN","EGE",
2.00,"CZM","BOS",
2.00,"HDN","MEX",
2.00,"IAD","PVR",
2.00,"IAD","SJD",
2.00,"ICT","CUN",
2.00,"LIR","MCO",
2.00,"MCO","PVR",
2.00,"MEX","MSP",
2.00,"MEX","SMF",
2.00,"MID","EWR",
2.00,"MID","SFO",
2.00,"PHX","LIR",
2.00,"PTY","SAN",
2.00,"PVR","BWI",
2.00,"RTB","BOS",
2.00,"RTB","DEN",
2.00,"SAN","GCM",
2.00,"SAN","PVR",
2.00,"SAP","SFO",
2.00,"SAT","CZM",
2.00,"SAT","GCM",
2.00,"SJO","AUS",
2.00,"SJO","CMH",
2.00,"SLC","GCM",
2.00,"SMF","GCM",
2.00,"SNA","LIR",
2.00,"NEV","SJU",
2.00,"SJU","NEV",
2.00,"MSP","GRU",
2.00,"JNB","IAD",
2.00,"SVO","SLC",
2.00,"CLM","YYJ",
2.00,"YYJ","CLM",
2.00,"IAD","LTN",
2.00,"VSA","HOU",
2.00,"VSA","IAD",
2.00,"APF","YYZ",
2.00,"MOT","YYZ",
2.00,"SGR","YYZ",
2.00,"YUL","TEB",
2.00,"YYZ","BCT",
2.00,"YYZ","MOT",
2.00,"YYZ","SGR",
2.00,"AST","YVR",
2.00,"BFI","YVR",
2.00,"YVR","AST",
2.00,"YXT","BFI",
2.00,"HOU","VLC",
2.00,"VLC","HOU",
2.00,"STN","EWR",
2.00,"JFK","POP",
2.00,"PIT","YYC",
2.00,"SFO","YEG",
2.00,"YVR","PHL",
2.00,"ATL","NAS",
2.00,"DTW","BDA",
2.00,"EWR","MBJ",
2.00,"ILM","PLS",
2.00,"MEM","PLS",
2.00,"MSP","SJD",
2.00,"RSW","MBJ",
2.00,"DFW","SJO",
2.00,"BOG","MIA",
2.00,"LBG","BWI",
2.00,"SJD","LAX",
2.00,"VNY","SJD",
2.00,"GDL","BUR",
2.00,"CMH","YHZ",
2.00,"YYZ","SAV",
2.00,"JAN","YYZ",
2.00,"YYZ","CAE",
2.00,"GVA","RST",
2.00,"RST","GVA",
2.00,"TEB","ATH",
2.00,"ZRH","TEB",
2.00,"BID","YUL",
2.00,"SKB","STT",
2.00,"STT","SKB",
2.00,"YUL","BAF",
2.00,"LHR","DTW",
2.00,"GIG","SJU",
2.00,"ATL","YYT",
2.00,"LKE","YTP",
2.00,"YTP","LKE",
2.00,"EWR","YVR",
2.00,"SFO","YYZ",
2.00,"YVR","PHL",
2.00,"BDA","SFO",
2.00,"BON","LAX",
2.00,"BOS","PVR",
2.00,"BZE","DEN",
2.00,"BZE","LAS",
2.00,"BZE","SAT",
2.00,"CLE","GUA",
2.00,"CLE","SJD",
2.00,"CUN","DFW",
2.00,"DCA","CUN",
2.00,"DTW","MEX",
2.00,"FLL","SJD",
2.00,"GEG","CUN",
2.00,"MSY","MBJ",
2.00,"NAS","BOS",
2.00,"NAS","PDX",
2.00,"NAS","SFO",
2.00,"PTY","DEN",
2.00,"RSW","MEX",
2.00,"TGU","LAX",
2.00,"TGU","ORD",
2.00,"TPA","TGU",
2.00,"BOS","YYZ",
2.00,"LAS","HMO",
2.00,"DEL","PHL",
2.00,"DCA","YVR",
2.00,"MCI","YYC",
2.00,"BDL","GCM",
2.00,"JAX","GCM",
2.00,"MCI","ANU",
2.00,"MSY","SJO",
2.00,"ONT","SJO",
2.00,"ORF","UVF",
2.00,"RIC","MEX",
2.00,"RNO","SJD",
2.00,"ABQ","SJD",
2.00,"CAE","YHZ",
2.00,"JAX","YYZ",
2.00,"SYR","FPO",
2.00,"AUS","YYZ",
2.00,"DAL","YYZ",
2.00,"LSE","YYZ",
2.00,"YUL","FTW",
2.00,"YYZ","AUS",
2.00,"BOS","YUL",
2.00,"YOW","ORF",
2.00,"YUL","ALB",
2.00,"YYZ","AGS",
2.00,"YYZ","AVL",
2.00,"LAX","QRO",
2.00,"QRO","LAX",
2.00,"OMA","YVR",
2.00,"TVI","YVR",
2.00,"YVR","TVI",
2.00,"NCE","PHX",
2.00,"BED","KRK",
2.00,"KRK","TEB",
2.00,"JFK","POP",
2.00,"POP","JFK",
2.00,"ATL","ZRH",
2.00,"TEB","DME",
2.00,"OLH","APE",
2.00,"ATH","HPN",
2.00,"CUC","IAD",
2.00,"FLL","CTG",
2.00,"FLL","IBE",
2.00,"FLL","MTR",
2.00,"FLL","VLN",
2.00,"IAD","MZL",
2.00,"IAD","VLN",
2.00,"IBE","FLL",
2.00,"IBE","SJU",
2.00,"JFK","SDQ",
2.00,"LCE","MIA",
2.00,"MIA","CUR",
2.00,"MTR","MCO",
2.00,"RTB","MIA",
2.00,"SDQ","JFK",
2.00,"VUP","SJU",
2.00,"AXM","SJU",
2.00,"FLA","MIA",
2.00,"IAD","SMR",
2.00,"LET","JFK",
2.00,"LPB","MCO",
2.00,"MCO","SMR",
2.00,"MIA","FLA",
2.00,"SJU","AXM",
2.00,"SJU","BGA",
2.00,"SJU","GYE",
2.00,"SJU","LPB",
2.00,"SMR","IAD",
2.00,"CUC","IAD",
2.00,"FLL","CCS",
2.00,"FLL","EZE",
2.00,"FLL","NVA",
2.00,"FLL","SCL",
2.00,"GUA","JFK",
2.00,"IAD","VUP",
2.00,"MAD","FLL",
2.00,"MCO","EZE",
2.00,"MIA","RCH",
2.00,"RCH","JFK",
2.00,"SDQ","JFK",
2.00,"SJU","TCO",
2.00,"ADZ","MCO",
2.00,"CCS","IAD",
2.00,"EYP","MIA",
2.00,"FLL","EZE",
2.00,"FLL","GIG",
2.00,"FLL","PPN",
2.00,"IAD","EJA",
2.00,"JFK","PUJ",
2.00,"JFK","RCH",
2.00,"LET","MIA",
2.00,"MCO","LPB",
2.00,"MZL","MCO",
2.00,"NVA","MCO",
2.00,"RCH","JFK",
2.00,"SJU","GIG",
2.00,"TCO","SJU",
2.00,"UIO","SJU",
2.00,"ADZ","FLL",
2.00,"ADZ","IAD",
2.00,"ADZ","MCO",
2.00,"FLA","MIA",
2.00,"IAD","GYE",
2.00,"IAD","NVA",
2.00,"IAD","VUP",
2.00,"JFK","EJA",
2.00,"LIM","IAD",
2.00,"LPB","SJU",
2.00,"MAD","SJU",
2.00,"MIA","LET",
2.00,"MZL","MCO",
2.00,"MZL","SJU",
2.00,"NVA","SJU",
2.00,"PTY","MIA",
2.00,"PTY","SJU",
2.00,"SJU","MTR",
2.00,"SJU","MZL",
2.00,"SMR","SJU",
2.00,"TCO","MIA",
2.00,"VLN","MIA",
2.00,"VUP","SJU",
2.00,"YYC","MEM",
2.00,"YQX","MIA",
2.00,"MIA","YJT",
2.00,"NRT","ANC",
2.00,"PVG","MSP",
2.00,"LBG","BED",
2.00,"SCL","SMF",
2.00,"SMF","HND",
2.00,"BFI","MAD",
2.00,"DFW","YYZ",
2.00,"HWD","YYC",
2.00,"YYC","LAX",
2.00,"YYZ","BCT",
2.00,"YYZ","DFW",
2.00,"YYZ","FRG",
2.00,"PSP","YVR",
2.00,"SNA","YVR",
2.00,"TUS","YVR",
2.00,"YVR","SNA",
2.00,"YVR","TUS",
2.00,"YYZ","BOS",
2.00,"YYZ","MIA",
2.00,"TEB","LYS",
2.00,"ZRH","TEB",
2.00,"SAV","FPO",
2.00,"YVR","DCA",
2.00,"YYC","OAK",
2.00,"BCN","FLL",
2.00,"FLL","EDI",
2.00,"VCE","PHX",
2.00,"ATL","PLS",
2.00,"BNA","BZE",
2.00,"BUF","LIR",
2.00,"BWI","SXM",
2.00,"EWR","PUJ",
2.00,"IAH","BZE",
2.00,"LAX","CUN",
2.00,"MCO","PLS",
2.00,"MSP","GCM",
2.00,"ORD","NAS",
2.00,"RDU","PUJ",
2.00,"RIC","SJO",
2.00,"SJD","IAH",
2.00,"SYR","AUA",
2.00,"SJO","DFW",
2.00,"MKC","ZRH",
2.00,"SNA","YVR",
2.00,"YVR","PHL",
2.00,"YYT","PBI",
2.00,"YYZ","IAD",
2.00,"BIL","SJD",
2.00,"BOI","PVR",
2.00,"BWI","PVR",
2.00,"BZE","LAS",
2.00,"CLE","SJD",
2.00,"CUN","GEG",
2.00,"DCA","MID",
2.00,"DCA","PTY",
2.00,"EWR","MGA",
2.00,"GDL","BOS",
2.00,"GDL","DTW",
2.00,"GDL","MSY",
2.00,"GUA","FLL",
2.00,"LAS","MEX",
2.00,"MBJ","BUF",
2.00,"MBJ","SJC",
2.00,"MEX","PIT",
2.00,"MGA","SFO",
2.00,"MGA","TPA",
2.00,"MIA","MEX",
2.00,"MSY","RTB",
2.00,"NAS","DFW",
2.00,"PDX","MEX",
2.00,"PTY","ORD",
2.00,"PVR","BIL",
2.00,"PVR","DCA",
2.00,"SAL","SNA",
2.00,"SAN","SJO",
2.00,"SAT","GUA",
2.00,"SEA","PTY",
2.00,"SJO","DEN",
2.00,"SJO","SEA",
2.00,"SXM","LAX",
2.00,"LAX","STN",
2.00,"BNA","STN",
2.00,"ZRH","BJC",
2.00,"SVO","PBI",
2.00,"DTW","KIN",
2.00,"BUR","YYC",
2.00,"TPE","LAX",
2.00,"MSP","YYR",
2.00,"SJO","DTW",
2.00,"TGU","CSG",
2.00,"BC7","KEH",
2.00,"KEH","BC5",
2.00,"KEH","BC7",
2.00,"KEH","CN4",
2.00,"KEH","YGG",
2.00,"KEH","YPT",
2.00,"KEH","YVR",
2.00,"LKE","YMF",
2.00,"YGG","KEH",
2.00,"YGG","LKE",
2.00,"YMF","LKE",
2.00,"YMU","KEH",
2.00,"YQJ","KEH",
2.00,"YTG","LKE",
2.00,"YVR","FBS",
2.00,"MSY","YYZ",
2.00,"YHZ","CVG",
2.00,"YHZ","SDF",
2.00,"YYZ","CHS",
2.00,"OME","PVS",
2.00,"BJX","OKC",
2.00,"NAS","SHV",
2.00,"SAN","SJO",
