"PASSENGERS","ORIGIN","DEST",
2229.00,"IAD","RUH",
2229.00,"BOS","LHR",
2229.00,"MIA","LPB",
2230.00,"YYZ","RSW",
2230.00,"EIS","SJU",
2230.00,"YQB","FLL",
2230.00,"BOS","BDA",
2230.00,"MNL","GUM",
2230.00,"FLL","SAP",
2230.00,"BOG","IAD",
2230.00,"IAH","VER",
2231.00,"EWR","YYC",
2231.00,"MIA","SAP",
2231.00,"ORD","YYC",
2232.00,"BDA","LGA",
2232.00,"SFB","KEF",
2232.00,"JFK","TPE",
2233.00,"MBJ","FLL",
2233.00,"YHZ","BOS",
2233.00,"DUB","MCO",
2233.00,"NAS","MCO",
2233.00,"SIN","IAH",
2233.00,"CNF","MIA",
2234.00,"MAR","MIA",
2234.00,"EWR","LIR",
2234.00,"DEN","YYC",
2234.00,"AGP","JFK",
2235.00,"DFW","SJD",
2236.00,"BNA","YYZ",
2236.00,"EWR","YEG",
2237.00,"YQB","ORD",
2237.00,"CAN","SPN",
2237.00,"MBJ","MCO",
2238.00,"ORD","YUL",
2238.00,"MCO","MEX",
2238.00,"IAD","RUH",
2238.00,"JFK","SAL",
2238.00,"SAP","FLL",
2238.00,"LAS","FRA",
2239.00,"SPN","CAN",
2239.00,"SAP","MIA",
2239.00,"SJD","SEA",
2240.00,"ORD","YXU",
2240.00,"SJD","SFO",
2241.00,"SFB","LGW",
2241.00,"MSP","MZT",
2241.00,"CDG","LAX",
2242.00,"SJD","DFW",
2243.00,"SFB","LGW",
2243.00,"OSA","JFK",
2244.00,"YYZ","SEA",
2244.00,"YYZ","MCO",
2244.00,"EWR","OPO",
2245.00,"CTG","FLL",
2245.00,"MBJ","DFW",
2245.00,"YUL","DEN",
2246.00,"BWI","NAS",
2246.00,"PAP","FLL",
2246.00,"FLL","CTG",
2246.00,"STI","SJU",
2246.00,"DEN","YVR",
2246.00,"AMS","ORD",
2246.00,"SNN","JFK",
2247.00,"PHL","YOW",
2247.00,"YYZ","MSP",
2247.00,"JFK","BOG",
2247.00,"ZRH","ATL",
2248.00,"YEG","OGG",
2248.00,"RUH","JFK",
2248.00,"MEL","LAX",
2249.00,"SJC","SJD",
2249.00,"JFK","MDE",
2249.00,"TPE","GUM",
2249.00,"PHL","BRU",
2249.00,"YYZ","BNA",
2250.00,"YUL","IAD",
2250.00,"JED","IAD",
2250.00,"MCO","POS",
2251.00,"TPE","JFK",
2252.00,"AMD","EWR",
2252.00,"MEX","SAN",
2252.00,"SFO","CTU",
2252.00,"YUL","FLL",
2252.00,"DEN","YXE",
2252.00,"IAH","MID",
2253.00,"IAH","RTB",
2253.00,"ATL","BDA",
2253.00,"MEX","SAT",
2253.00,"SFO","PVR",
2253.00,"YQB","EWR",
2254.00,"EWR","YQB",
2254.00,"MIA","CNF",
2254.00,"YVR","MSP",
2254.00,"KIN","FLL",
2255.00,"PUJ","SJU",
2255.00,"CNF","MIA",
2255.00,"GUM","MNL",
2256.00,"MAN","LAS",
2256.00,"SFO","GDL",
2256.00,"STL","YYZ",
2257.00,"YQR","DEN",
2257.00,"MCO","YYC",
2257.00,"EWR","BOM",
2257.00,"IAH","VER",
2258.00,"BOG","JFK",
2258.00,"EWR","BOG",
2259.00,"JFK","BOG",
2260.00,"MID","IAH",
2260.00,"SAL","IAH",
2260.00,"SFO","LIM",
2260.00,"FRA","LAS",
2260.00,"EWR","SXM",
2261.00,"YQB","JFK",
2261.00,"SAN","SJD",
2261.00,"EWR","LIS",
2261.00,"TGU","ATL",
2261.00,"EWR","YQB",
2262.00,"PUJ","ORD",
2262.00,"RSW","YYZ",
2262.00,"BDA","MIA",
2262.00,"YYZ","BNA",
2263.00,"DFW","AGU",
2263.00,"DTW","YUL",
2263.00,"SVO","MIA",
2263.00,"DEN","YXE",
2263.00,"ORD","YYC",
2263.00,"JFK","OSA",
2263.00,"CWB","MIA",
2264.00,"GUM","TPE",
2264.00,"SSA","MIA",
2265.00,"ORD","YQB",
2265.00,"MEX","IAD",
2265.00,"CUU","DFW",
2266.00,"UVF","ATL",
2266.00,"GUM","MNL",
2267.00,"KEF","DEN",
2267.00,"SLP","DFW",
2268.00,"JFK","LIM",
2268.00,"BOS","PDL",
2268.00,"SAL","DFW",
2268.00,"FAT","GDL",
2268.00,"BKK","LAX",
2268.00,"YEG","DEN",
2268.00,"MEX","SAN",
2269.00,"KEF","DEN",
2269.00,"YEG","PHX",
2269.00,"ATL","MGA",
2269.00,"BDA","BOS",
2269.00,"EWR","OSL",
2269.00,"KWI","IAD",
2269.00,"ZRH","TPA",
2270.00,"LAX","CDG",
2270.00,"BDA","ATL",
2270.00,"SPN","CAN",
2271.00,"DEN","YEG",
2271.00,"MIA","GND",
2271.00,"YVR","SLC",
2271.00,"GVA","IAD",
2271.00,"BDA","CLT",
2271.00,"SLP","DFW",
2272.00,"BDA","DCA",
2272.00,"VIE","ORD",
2272.00,"MID","IAH",
2273.00,"YKF","ORD",
2273.00,"JFK","CPH",
2273.00,"CUR","MIA",
2273.00,"DEN","YWG",
2273.00,"JFK","LIM",
2274.00,"GIG","MCO",
2274.00,"MBJ","FLL",
2274.00,"YYZ","RDU",
2275.00,"FLL","ARN",
2275.00,"VER","IAH",
2275.00,"NAS","BWI",
2275.00,"BWI","PUJ",
2275.00,"ORD","PEK",
2275.00,"CUN","BWI",
2276.00,"ORD","MEX",
2276.00,"YYZ","MCO",
2276.00,"FLL","YUL",
2276.00,"ORD","YXU",
2277.00,"MEX","ATL",
2277.00,"MSP","YEG",
2277.00,"LPB","MIA",
2278.00,"ROR","GUM",
2278.00,"MEX","IAD",
2278.00,"JFK","BDA",
2278.00,"ORD","YYZ",
2278.00,"LAX","SCL",
2279.00,"CPH","FLL",
2279.00,"YVR","DEN",
2279.00,"DEN","SJO",
2280.00,"MSP","ZIH",
2280.00,"SSA","MIA",
2280.00,"GDL","ONT",
2280.00,"ORD","PVR",
2281.00,"BWI","FRA",
2281.00,"IAD","DUB",
2282.00,"SJO","CLT",
2282.00,"NRT","LAX",
2282.00,"ORD","YXU",
2282.00,"BOS","PDL",
2282.00,"EIS","SJU",
2283.00,"ORD","VIE",
2283.00,"YYZ","CLE",
2283.00,"IAD","AUA",
2283.00,"YQR","DEN",
2284.00,"ATL","TGU",
2284.00,"BNA","YYZ",
2284.00,"EWR","YOW",
2284.00,"PUJ","ORD",
2285.00,"EWR","YYC",
2286.00,"MIA","GGT",
2286.00,"YWG","DEN",
2286.00,"SFO","GDL",
2286.00,"ASU","MIA",
2286.00,"DFW","SLP",
2286.00,"FRA","MSP",
2286.00,"SFO","GDL",
2286.00,"STI","BOS",
2287.00,"YYC","SAN",
2287.00,"YYC","DFW",
2287.00,"LTO","LAX",
2287.00,"YYC","EWR",
2288.00,"YOW","DTW",
2288.00,"BOS","YYZ",
2289.00,"DFW","AGU",
2289.00,"MEL","HNL",
2290.00,"PVG","SPN",
2290.00,"EIS","SJU",
2290.00,"LAX","BJX",
2291.00,"SAL","DFW",
2292.00,"YUL","DCA",
2292.00,"MBJ","FLL",
2293.00,"LHE","JFK",
2293.00,"YYC","DEN",
2293.00,"IAH","VER",
2294.00,"CLT","YYZ",
2294.00,"LAX","CPH",
2294.00,"BOG","IAD",
2294.00,"POS","FLL",
2295.00,"SPN","PVG",
2295.00,"EWR","YEG",
2295.00,"HAV","MIA",
2295.00,"SJD","EWR",
2295.00,"YYZ","SEA",
2295.00,"IAH","SJD",
2296.00,"BDA","ATL",
2296.00,"SPN","PEK",
2296.00,"FRA","BWI",
2296.00,"VER","IAH",
2296.00,"DFW","SAL",
2296.00,"MCO","NAS",
2297.00,"CLO","JFK",
2297.00,"QRO","IAH",
2297.00,"CTS","HNL",
2298.00,"IAD","KWI",
2298.00,"MCO","GIG",
2298.00,"GGT","MIA",
2299.00,"CAN","SPN",
2299.00,"DFW","CUU",
2299.00,"CZM","MSP",
2300.00,"ORD","SJD",
2300.00,"MIA","SVO",
2300.00,"SLC","YYC",
2300.00,"HYD","ORD",
2301.00,"PEK","SPN",
2301.00,"DTW","YOW",
2301.00,"GIG","DFW",
2301.00,"ZLO","LAX",
2301.00,"BDA","JFK",
2301.00,"OSL","FLL",
2302.00,"YYZ","TPA",
2302.00,"AKL","HNL",
2302.00,"CUN","CLE",
2302.00,"PVG","SEA",
2302.00,"ORD","WAW",
2302.00,"YYZ","CMH",
2304.00,"AGU","LAX",
2304.00,"GCM","TPA",
2304.00,"SLC","YVR",
2305.00,"MSP","PUJ",
2306.00,"EWR","BFS",
2306.00,"EWR","SAL",
2306.00,"YWG","DEN",
2306.00,"OSA","JFK",
2307.00,"CZM","MSP",
2307.00,"YOW","DTW",
2308.00,"YEG","DFW",
2308.00,"SPN","PEK",
2308.00,"GUA","EWR",
2309.00,"CDG","PHL",
2309.00,"PEK","ORD",
2309.00,"PDL","BOS",
2309.00,"MSP","YEG",
2309.00,"EWR","GCM",
2309.00,"MDE","JFK",
2310.00,"PHL","NAS",
2310.00,"PUJ","MDW",
2310.00,"PEK","SPN",
2310.00,"DFW","AGU",
2310.00,"PHX","SJO",
2310.00,"IAH","QRO",
2311.00,"YVR","ATL",
2311.00,"SAL","DFW",
2312.00,"FLL","YUL",
2312.00,"GDL","SFO",
2312.00,"LOS","JFK",
2312.00,"SPN","CAN",
2312.00,"AKL","HNL",
2313.00,"PVR","SFO",
2313.00,"HAV","MIA",
2313.00,"BFS","EWR",
2313.00,"FLL","MDE",
2314.00,"SEA","PEK",
2316.00,"GDL","FAT",
2316.00,"MSP","YEG",
2316.00,"SFB","MAN",
2317.00,"DFW","CUU",
2317.00,"SJU","EIS",
2317.00,"EWR","YEG",
2317.00,"YQR","DEN",
2317.00,"ZRH","LAS",
2318.00,"ATL","GCM",
2318.00,"LGW","FLL",
2319.00,"TPA","YYZ",
2319.00,"CAN","SPN",
2320.00,"BOG","MCO",
2321.00,"YEG","EWR",
2321.00,"MAN","IAD",
2321.00,"DTW","YUL",
2322.00,"YQR","DEN",
2322.00,"GUA","EWR",
2322.00,"DEN","YUL",
2323.00,"DEN","SJO",
2323.00,"LAX","MEX",
2324.00,"CLE","CUN",
2324.00,"YUL","IAD",
2324.00,"MIA","CWB",
2324.00,"SAL","JFK",
2324.00,"YEG","EWR",
2324.00,"YQB","EWR",
2324.00,"ORD","YQB",
2325.00,"EWR","SAL",
2325.00,"LAX","GRU",
2325.00,"FLL","OSL",
2325.00,"EWR","PVR",
2325.00,"CTG","MIA",
2325.00,"PPG","FGI",
2326.00,"DFW","MBJ",
2326.00,"LAS","ICN",
2327.00,"IAH","SAL",
2327.00,"BDA","JFK",
2327.00,"SCL","LAX",
2328.00,"DEN","KEF",
2328.00,"ORD","YKF",
2328.00,"MCO","YYZ",
2328.00,"GUM","MNL",
2328.00,"ORD","PEK",
2330.00,"SAP","MIA",
2330.00,"JFK","LIM",
2330.00,"SJD","SJC",
2331.00,"ORD","YYC",
2331.00,"LIM","JFK",
2332.00,"BWI","YYZ",
2332.00,"MSP","YYZ",
2333.00,"PHX","GDL",
2333.00,"ORD","TXL",
2333.00,"JFK","CTG",
2333.00,"SAT","CUN",
2334.00,"JFK","LIM",
2334.00,"LGA","YOW",
2334.00,"SFO","YUL",
2334.00,"PHL","YQB",
2334.00,"BOS","BDA",
2335.00,"LAX","BJX",
2335.00,"LAX","MEL",
2335.00,"DEN","YXE",
2335.00,"SJD","MSP",
2336.00,"GDL","PHX",
2336.00,"RUH","IAD",
2337.00,"SJO","DEN",
2337.00,"GUA","LAX",
2337.00,"LAS","ICN",
2337.00,"JFK","CLO",
2339.00,"SXM","SJU",
2339.00,"MIA","REC",
2339.00,"LAX","GDL",
2339.00,"SEA","YYZ",
2339.00,"SJU","EIS",
2339.00,"IAD","MAN",
2339.00,"JFK","WAW",
2339.00,"SJD","SNA",
2340.00,"LAS","ZRH",
2340.00,"MCO","OSL",
2340.00,"ORD","YUL",
2341.00,"BNA","YYZ",
2342.00,"GGT","MIA",
2342.00,"YEG","OGG",
2343.00,"LAS","ICN",
2343.00,"JFK","TPE",
2343.00,"SAN","SJD",
2343.00,"ZRH","TPA",
2344.00,"YEG","MSP",
2344.00,"ORD","YVR",
2345.00,"DEN","YQR",
2345.00,"YYC","ORD",
2345.00,"NAP","JFK",
2345.00,"HNL","PEK",
2346.00,"PIT","YYZ",
2346.00,"IAH","VER",
2346.00,"SJD","SAN",
2347.00,"BOS","PTY",
2347.00,"MIA","VVI",
2347.00,"FLL","LGW",
2347.00,"SJU","EIS",
2347.00,"SLP","DFW",
2348.00,"TPE","JFK",
2348.00,"SYD","HNL",
2348.00,"FLL","PTY",
2349.00,"NAS","JFK",
2349.00,"HNL","SYD",
2349.00,"DFW","SLP",
2350.00,"MIA","BLA",
2350.00,"ZRH","LAS",
2350.00,"FCO","DTW",
2351.00,"YYC","PHX",
2351.00,"MIA","SAL",
2351.00,"CAN","SPN",
2351.00,"CUN","SAT",
2351.00,"CAN","SPN",
2351.00,"MIA","MDE",
2351.00,"IAD","YUL",
2352.00,"SAL","IAH",
2353.00,"MBJ","ORD",
2353.00,"NAS","MCO",
2353.00,"YQR","DEN",
2353.00,"DFW","BOG",
2353.00,"ATL","PAP",
2354.00,"HNL","AKL",
2354.00,"PTY","FLL",
2354.00,"REC","MIA",
2354.00,"MIA","REC",
2354.00,"SEA","HND",
2354.00,"IAD","MEX",
2355.00,"JFK","YQB",
2355.00,"BCN","EWR",
2356.00,"BOS","YHZ",
2357.00,"LAX","ICN",
2358.00,"PHL","GLA",
2358.00,"LIM","JFK",
2359.00,"SIN","IAH",
2359.00,"DEN","YYZ",
2359.00,"FCO","IAD",
2360.00,"YUL","JFK",
2360.00,"MCO","SDQ",
2360.00,"MIA","SSA",
2361.00,"SEA","PEK",
2361.00,"YYC","SAN",
2361.00,"YOW","ORD",
2361.00,"YYT","EWR",
2362.00,"MSP","YWG",
2362.00,"PIT","YYZ",
2363.00,"FLL","PUJ",
2363.00,"GDL","LAX",
2363.00,"BJX","LAX",
2364.00,"ORD","PUJ",
2364.00,"HNL","AKL",
2364.00,"DEN","YWG",
2364.00,"MIA","GGT",
2364.00,"LAS","MAN",
2364.00,"YEG","SFO",
2364.00,"SFO","YYJ",
2364.00,"GDL","SFO",
2365.00,"MAN","ORD",
2366.00,"GDL","SJC",
2366.00,"JFK","RUH",
2366.00,"MCO","MBJ",
2366.00,"AMD","EWR",
2367.00,"YVR","EWR",
2367.00,"DEN","YXE",
2367.00,"MIA","YUL",
2368.00,"EWR","YUL",
2368.00,"ORD","YUL",
2368.00,"YYZ","JFK",
2368.00,"PHX","YYC",
2369.00,"SAP","FLL",
2369.00,"SXM","EWR",
2369.00,"SCL","LAX",
2370.00,"AKL","HNL",
2370.00,"ZRH","JFK",
2370.00,"MEX","SAT",
2370.00,"MEX","SAT",
2371.00,"MSP","YWG",
2371.00,"ASU","MIA",
2371.00,"YHZ","LGA",
2372.00,"BNA","YYZ",
2372.00,"PTY","BOS",
2372.00,"PVR","DEN",
2373.00,"MAO","MIA",
2374.00,"FAT","GDL",
2374.00,"YVR","SFO",
2374.00,"STR","EWR",
2374.00,"IAD","BOG",
2374.00,"SAN","YYC",
2374.00,"CTG","MIA",
2375.00,"BWI","AUA",
2375.00,"DEN","SJO",
2375.00,"PDL","BOS",
2375.00,"FLL","KIN",
2375.00,"EWR","YQB",
2375.00,"MTY","ORD",
2376.00,"YUL","DEN",
2376.00,"JFK","PAP",
2377.00,"DFW","SLP",
2377.00,"LGW","SFB",
2378.00,"MCO","MBJ",
2378.00,"IAD","KWI",
2378.00,"ATL","BZE",
2378.00,"CMH","YYZ",
2378.00,"DFW","YEG",
2378.00,"FUK","GUM",
2378.00,"OAK","MEX",
2379.00,"NAS","MCO",
2379.00,"MIA","SAP",
2380.00,"YLW","SEA",
2380.00,"YQR","DEN",
2380.00,"RDU","YYZ",
2380.00,"KUL","LAX",
2380.00,"FLL","CPH",
2380.00,"EWR","YEG",
2380.00,"OGG","YEG",
2381.00,"FLL","YYZ",
2381.00,"CWB","MIA",
2381.00,"PLS","ATL",
2381.00,"PTY","BOS",
2382.00,"PPG","FGI",
2382.00,"IAD","FCO",
2382.00,"YYJ","SFO",
2383.00,"POA","MIA",
2383.00,"DEN","YEG",
2383.00,"DEN","YEG",
2384.00,"JFK","SJO",
2384.00,"DEN","PVR",
2385.00,"CUN","PHL",
2386.00,"JFK","NAP",
2386.00,"YQR","MSP",
2386.00,"LAX","NRT",
2386.00,"GCM","EWR",
2387.00,"MCO","SDQ",
2388.00,"MCO","MBJ",
2388.00,"VER","IAH",
2388.00,"RDU","YYZ",
2389.00,"MBJ","FLL",
2389.00,"SAP","MIA",
2389.00,"SJU","EIS",
2389.00,"DFW","SAL",
2390.00,"SFB","MAN",
2390.00,"SDQ","MCO",
2390.00,"YVR","ORD",
2390.00,"POA","MIA",
2390.00,"HNL","YVR",
2390.00,"SSA","MIA",
2390.00,"EWR","PLS",
2391.00,"GUM","NRT",
2391.00,"GUM","NRT",
2391.00,"KIX","GUM",
2392.00,"EWR","KEF",
2392.00,"BWI","PUJ",
2392.00,"SAL","IAD",
2393.00,"ICN","LAS",
2393.00,"ORD","YEG",
2394.00,"ORD","PUJ",
2394.00,"SVO","IAD",
2395.00,"PPG","FGI",
2395.00,"MIA","HAV",
2395.00,"PPG","FGI",
2395.00,"SVO","MIA",
2395.00,"GUM","TPE",
2395.00,"CPH","JFK",
2395.00,"YYZ","CMH",
2396.00,"LPB","MIA",
2396.00,"JFK","CPH",
2396.00,"LAX","SCL",
2398.00,"SFO","YYJ",
2398.00,"LGA","YOW",
2398.00,"BOM","EWR",
2398.00,"PHL","AMS",
2398.00,"EWR","GCM",
2398.00,"IAH","SAL",
2399.00,"DCA","NAS",
2399.00,"PDX","YYC",
2399.00,"PMO","JFK",
2400.00,"ROR","GUM",
2401.00,"LAX","BJX",
2401.00,"IAD","PEK",
2401.00,"YYZ","BNA",
2401.00,"LAX","MLM",
2401.00,"YOW","DTW",
2401.00,"ICN","SFO",
2401.00,"KIN","FLL",
2402.00,"ANC","YVR",
2402.00,"ORD","YXU",
2402.00,"GDL","IAH",
2402.00,"EWR","KEF",
2402.00,"FLL","MBJ",
2402.00,"CTG","FLL",
2403.00,"YYZ","ORD",
2404.00,"YYZ","JFK",
2404.00,"DFW","BOG",
2405.00,"MCO","SDQ",
2405.00,"MDW","MLM",
2405.00,"SFO","SAL",
2407.00,"ORD","PUJ",
2407.00,"MDE","FLL",
2407.00,"SAL","LAX",
2407.00,"EWR","BRU",
2407.00,"BDA","PHL",
2408.00,"YUL","SFO",
2408.00,"MNL","GUM",
2408.00,"GUM","ROR",
2408.00,"EIS","SJU",
2408.00,"JFK","YUL",
2408.00,"FLL","MGA",
2408.00,"JFK","LOS",
2409.00,"EWR","AMD",
2410.00,"ATL","MBJ",
2410.00,"MIA","LPB",
2410.00,"ZLO","LAX",
2411.00,"SLC","YYC",
2411.00,"GUM","NRT",
2412.00,"YQB","ORD",
2412.00,"AUA","IAD",
2412.00,"CTU","SFO",
2412.00,"JFK","PAP",
2413.00,"SFO","YVR",
2413.00,"NAS","JFK",
2413.00,"IAH","MTY",
2413.00,"IAD","SJO",
2413.00,"YEG","ORD",
2414.00,"PVR","ORD",
2414.00,"NRT","GUM",
2414.00,"AUA","ORD",
2414.00,"IAH","MID",
2414.00,"JFK","PUJ",
2415.00,"DFW","PUJ",
2415.00,"PHX","YEG",
2415.00,"GDL","SFO",
2415.00,"EIS","SJU",
2415.00,"CPH","FLL",
2415.00,"SJD","LAX",
2416.00,"YYZ","DEN",
2416.00,"PHX","YYC",
2416.00,"MBJ","MCO",
2416.00,"EWR","OPO",
2416.00,"YWG","MSP",
2416.00,"FLL","CTG",
2416.00,"ATL","MBJ",
2417.00,"YYC","MCO",
2417.00,"BDA","BOS",
2417.00,"TXL","ORD",
2417.00,"MEL","LAX",
2418.00,"SJU","SXM",
2418.00,"YYC","ORD",
2418.00,"DEN","YEG",
2419.00,"YHZ","BOS",
2419.00,"DFW","SAL",
2419.00,"VVI","MIA",
2420.00,"MIA","HAV",
2420.00,"FLL","GUA",
2420.00,"JFK","SNN",
2420.00,"TPE","GUM",
2420.00,"UVF","JFK",
2422.00,"LGA","NAS",
2422.00,"BOG","EWR",
2422.00,"ORD","DEL",
2423.00,"SPN","CAN",
2423.00,"YUL","FLL",
2423.00,"LGW","SFB",
2424.00,"SAL","MIA",
2424.00,"YYZ","DEN",
2424.00,"ORD","SAL",
2425.00,"BNE","HNL",
2425.00,"LGA","YUL",
2426.00,"DEN","YQR",
2426.00,"YVR","SFO",
2427.00,"IAH","GDL",
2427.00,"PUJ","DFW",
2427.00,"OSA","JFK",
2427.00,"SJU","SXM",
2428.00,"SJD","ORD",
2429.00,"IAD","GVA",
2429.00,"IAD","MEX",
2429.00,"RSW","DUS",
2429.00,"YYZ","JFK",
2429.00,"DEN","YQR",
2430.00,"CDG","SEA",
2430.00,"MCO","MEX",
2430.00,"IAD","MEX",
2430.00,"FLL","YOW",
2431.00,"MSP","YUL",
2431.00,"GLA","MCO",
2431.00,"LAS","ICN",
2431.00,"SAL","DFW",
2431.00,"ATL","SAL",
2431.00,"SJC","GDL",
2432.00,"CDG","BOS",
2432.00,"LAX","SCL",
2432.00,"MIA","LPB",
2432.00,"MCO","GLA",
2433.00,"YXE","DEN",
2433.00,"HNL","AKL",
2433.00,"YUL","DCA",
2433.00,"SEA","CDG",
2434.00,"MIA","CTG",
2434.00,"SJO","DEN",
2434.00,"YYC","SLC",
2434.00,"SFO","ICN",
2434.00,"LOS","JFK",
2436.00,"NAS","BOS",
2436.00,"SAN","SJD",
2436.00,"CWB","MIA",
2436.00,"SFO","LIM",
2437.00,"IAD","GUA",
2437.00,"CPH","LAX",
2437.00,"KIN","FLL",
2438.00,"DEN","YQR",
2438.00,"MIA","CTG",
2438.00,"DFW","GUA",
2439.00,"VER","IAH",
2439.00,"YUL","SFO",
2439.00,"MIA","LIS",
2439.00,"IAH","VER",
2440.00,"SNA","SJD",
2440.00,"OSL","FLL",
2441.00,"MDE","JFK",
2441.00,"EWR","BHX",
2441.00,"SJC","SJD",
2441.00,"YYZ","BWI",
2441.00,"GUA","FLL",
2442.00,"HND","SEA",
2443.00,"EWR","BOM",
2443.00,"EWR","BOM",
2443.00,"LAX","GDL",
2443.00,"SAN","SJD",
2444.00,"SJD","SNA",
2445.00,"IAD","CUN",
2445.00,"RTB","IAH",
2445.00,"YOW","LGA",
2445.00,"CPH","LAX",
2445.00,"YYZ","DEN",
2445.00,"MEL","HNL",
2445.00,"SLC","YVR",
2445.00,"MBJ","MCO",
2446.00,"MEX","ATL",
2446.00,"ATL","PVR",
2446.00,"PPG","FGI",
2446.00,"BKK","LAX",
2446.00,"FLL","MGA",
2447.00,"POA","MIA",
2447.00,"SJD","SFO",
2447.00,"EWR","YYZ",
2447.00,"QRO","DFW",
2448.00,"MTY","IAH",
2448.00,"SFO","YYJ",
2448.00,"STI","SJU",
2449.00,"YUL","ORD",
2449.00,"IAD","YYZ",
2449.00,"SFO","GDL",
2449.00,"CTS","HNL",
2450.00,"JFK","RUH",
2450.00,"ORD","DOH",
2450.00,"MEX","LAX",
2451.00,"CPH","JFK",
2451.00,"ORD","YYZ",
2451.00,"YXE","DEN",
2451.00,"FLL","SAP",
2452.00,"JFK","ZRH",
2452.00,"GUM","FUK",
2453.00,"NAS","DCA",
2453.00,"SFO","ICN",
2453.00,"DCA","YYZ",
2453.00,"DCA","YUL",
2453.00,"YQB","FLL",
2454.00,"FLL","GUA",
2454.00,"CTU","SFO",
2454.00,"ORD","DUS",
2455.00,"STI","EWR",
2455.00,"MIA","MAD",
2455.00,"LGA","YUL",
2455.00,"TPE","GUM",
2456.00,"ORD","YYC",
2456.00,"AMS","SFB",
2456.00,"ORD","DUS",
2456.00,"MSP","YQR",
2456.00,"BWI","AUA",
2456.00,"KWI","IAD",
2457.00,"LIM","SFO",
2458.00,"DCA","YUL",
2459.00,"BOS","BDA",
2459.00,"IAD","YOW",
2460.00,"PDL","BOS",
2460.00,"MIA","SSA",
2460.00,"MIA","CNF",
2461.00,"NAS","MCO",
2461.00,"YUL","CLE",
2462.00,"YYC","PHX",
2463.00,"MBJ","MDW",
2463.00,"ORD","PEK",
2464.00,"PUJ","ORD",
2464.00,"SFO","CTU",
2464.00,"IAH","TGU",
2464.00,"CAN","SPN",
2465.00,"MIA","CNF",
2465.00,"IAH","SIN",
2465.00,"YYC","MCO",
2466.00,"TPE","GUM",
2466.00,"KEF","DEN",
2466.00,"FLL","MDE",
2467.00,"YOW","PHL",
2467.00,"DEN","YYZ",
2467.00,"DFW","BOG",
2467.00,"MIA","MGA",
2468.00,"SFO","SJD",
2468.00,"MDW","PUJ",
2469.00,"SAN","SJD",
2469.00,"ATL","SAL",
2469.00,"DFW","YYC",
2470.00,"AMM","DTW",
2470.00,"YYC","OGG",
2470.00,"WAW","ORD",
2470.00,"YYZ","IAD",
2471.00,"PTY","FLL",
2472.00,"HNL","BNE",
2472.00,"PAP","FLL",
2472.00,"ZRH","TPA",
2472.00,"CWB","MIA",
2472.00,"SLP","DFW",
2472.00,"DEN","YXE",
2472.00,"PEK","HNL",
2473.00,"SFO","GDL",
2473.00,"YYZ","EWR",
2473.00,"STI","BOS",
2474.00,"JFK","NAS",
2474.00,"SCL","LAX",
2474.00,"MIA","HAV",
2474.00,"ARN","FLL",
2475.00,"LGA","NAS",
2475.00,"SJU","STI",
2475.00,"SYD","HNL",
2475.00,"YYZ","TPA",
2475.00,"SIN","IAH",
2476.00,"SJU","SXM",
2476.00,"MSP","YYZ",
2476.00,"JFK","PSA",
2476.00,"FLL","POS",
2477.00,"KEF","EWR",
2477.00,"YYC","PHX",
2477.00,"YYZ","SRQ",
2478.00,"JFK","RUH",
2478.00,"YEG","DEN",
2478.00,"ORD","YQB",
2479.00,"DFW","QRO",
2479.00,"YYZ","DCA",
2480.00,"IAD","YOW",
2480.00,"OSL","MCO",
2480.00,"MEX","ORD",
2482.00,"SJU","EIS",
2482.00,"JFK","AGP",
2482.00,"LPB","MIA",
2482.00,"EWR","YOW",
2483.00,"DEN","YQR",
2484.00,"FLL","GUA",
2484.00,"AMS","PHL",
2485.00,"EWR","KEF",
2485.00,"JFK","ANU",
2485.00,"NAS","LGA",
2485.00,"JFK","MBJ",
2485.00,"FLL","POS",
2486.00,"MCO","BOG",
2486.00,"SJD","SFO",
2486.00,"DCA","YYZ",
2487.00,"REC","MIA",
2487.00,"IAH","GDL",
2487.00,"ZLO","LAX",
2487.00,"PLS","ATL",
2488.00,"HAV","MIA",
2488.00,"MIA","CNF",
2488.00,"TPE","JFK",
2488.00,"ORD","YUL",
2488.00,"BOS","PTY",
2488.00,"MIA","PAP",
2488.00,"YYC","SLC",
2488.00,"MIA","FPO",
2489.00,"MIA","PTP",
2490.00,"BRU","IAD",
2490.00,"ORD","MBJ",
2491.00,"AKL","HNL",
2491.00,"JFK","BDA",
2491.00,"PUJ","JFK",
2492.00,"PUJ","BOS",
2492.00,"CTG","JFK",
2492.00,"MDW","MLM",
2493.00,"DFW","MBJ",
2493.00,"MEX","SAT",
2494.00,"GDL","SMF",
2494.00,"AKL","HNL",
2495.00,"SFO","CTU",
2495.00,"ARN","LAX",
2495.00,"SDQ","FLL",
2495.00,"EWR","YEG",
2495.00,"QRO","DFW",
2496.00,"LAX","ZCL",
2496.00,"OGG","YEG",
2497.00,"SAL","MIA",
2497.00,"CNF","MIA",
2497.00,"YVR","HNL",
2497.00,"MCO","MBJ",
2498.00,"BOS","PUJ",
2498.00,"MEX","CLT",
2498.00,"LAX","BJX",
2498.00,"MEL","LAX",
2498.00,"LOS","JFK",
2499.00,"MEL","LAX",
2499.00,"MIA","YYC",
2499.00,"ZCL","LAX",
